,claim,label
3120,"[Winterthur] Who, by chance, built the Chinese laboratory in Wuhan!",0
3119,Israel is the only country that had the lowest coronavirus (sic) index,0
3118,"Picture of Turkish immigrant family when they newly arrived in Germany. The boy in yellow is Dr Ugur Sahin, CEO of German firm BioNTech SE, which developed the Covid-19 vaccine along with Pfizer Inc.",0
3117,"Dr. Roger Hodkinson, the Chairman of the Royal College of Physicians and Surgeons of Canada, called COVID-19 a hoax.",0
3114,[The Wuhan Institute of Virology was] Accidentally purchased by German Allianz,0
3126,The same woman survived Covid-19 at age 102 and was the first to receive the Covid-19 vaccine at age 90.,0
3142,Porto Feliz (SP) does not register any deaths from Covid-19,0
3085,Freixo de Espada Ã  Cinta has more positive cases of Covid-19 than inhabitants?,0
3083,Two photos claimed to be photos of the bodies of six FPI Laskar members,0
3055,"â€œ(...) Recent experience of irreversible side effect follows for a vaccine approved by European and US health regulatory agencies. In 2009, health authorities recommended Swedes to be voluntarily vaccinated against swine flu, H1N1, with Pandemrix, manufactured by the British laboratory GlaxoSmithKline. More than 60% of the population answered the call, it was a world record in a country where no vaccine is mandatory. But hundreds of people, mostly children and adolescents, developed narcolepsy due to a side effect of the vaccine (...) â€",0
3054,US regulatory agency warned that covid-19 vaccines may cause heart attack,0
3053,Bill Gates and Robert F Kennedy Jr have warned that COVID-19 vaccine can change a persons DNA.,0
3052,Four patients who took a trial COVID-19 vaccine developed Bell's palsy.,0
3051,Bill Gates and Robert F Kennedy Jr have warned that COVID-19 vaccine can change a persons DNA.,0
3049,It is a contradiction that the first woman who received the corona vaccination in Great Britain in December can already be seen in a video from the end of October.,0
3048,Switzerland has not approved any vaccine against Covid-19,0
3047,"Every patient with pneumonia is reported as a Covid-19 case, even if they tested negative.",0
3056,The US has seen deaths fall in 2020 despite the COVID-19 pandemic.,0
3046,Lothar Wieler questions the existence of the corona virus.,0
3044,Singapore Conducts Covid-19 Vaccination at Changi Airport,0
3043,IDI Refuses Covid-19 Vaccination,0
3042,"Weâ€™re the first part of the UK, today, to get the vaccine into care homes.",0
3041,Only 11% of people who need to self-isolate are being contacted.,0
3040,Two people have died because of the Pfizer Covid-19 vaccine,0
3039,Research shows that people do not follow self-isolation rules because they cannot afford to.,0
3036,Pfizerâ€™s first Covid-19 vaccination was staged. Ninety-year-old Margaret Keenan who was shown getting the first vaccine is actually crisis actor Liz Scott.,0
3035,"Trump cancels Bill Gates project known as ID2020: 5G, vaccines, covid-19, HR6666",0
3045,44 Positive Covid Health Workers at Parepare Type B Hospital,0
3084,"The Wuhan Institute of Virology in China is owned by GlaxoSmithKlein (GSK), which owns Pfizer. Pfizer is managed by BlackRock, which also manages George Soros's foundation and has ties to Vanguard, which is then linked to Bill Gates via Microsoft.",0
3058,"How to distribute 2 lakh Corona vaccine in the first installment in Bangladesh: President, Prime Minister and Cabinet: 20,000",0
3060,"Picture of Turkish immigrant family when they newly arrived in Germany. The boy in yellow is Dr Ugur Sahin, CEO of German firm BioNTech SE, which developed the Covid-19 vaccine along with Pfizer Inc.",0
3080,"Picture of Turkish immigrant family when they newly arrived in Germany. The boy in yellow is Dr Ugur Sahin, CEO of German firm BioNTech SE, which developed the Covid-19 vaccine along with Pfizer Inc.",0
3079,Does Portugal have one of the lowest lethality rates for Covid-19 in the world?,0
3078,Allegations of covid-19-related deaths in N. Michaniona and Thessaloniki.,0
3077,Austrian MP Michael Schnedlitz tested Coca-Cola for the coronavirus antigen test at the session and got a positive result.,0
3076,"Cornell University has implemented flu vaccine entry requirements, but only for white people.",0
3075,Two people have died because of the Pfizer Covid-19 vaccine,0
3073,Boris Johnson said that Pfizer vaccine is actually a virus,0
3072,"Picture of Turkish immigrant family when they newly arrived in Germany. The boy in yellow is Dr Ugur Sahin, CEO of German firm BioNTech SE, which developed the Covid-19 vaccine along with Pfizer Inc.",0
3059,"CNN report used 'recycled' photo of Margaret Keenan, first coronavirus vaccine recipient outside clinical trial in the UK]",0
3071,images of the first person in the U.K. to receive the Pfizer/BioNTech COVID-19 vaccine outside a clinical trial were published by CNN in October,0
3068,CNN published last October the image of the woman who received the first vaccine against covid-19 in the United Kingdom,0
3067,â€œChinese CoronaVac vaccine shows 97 percent efficacyâ€,0
3066,Congress leaders force poor shopkeepers to shut their shops on December 8 for Bharat Bandh,0
3065,"Margaret Keenan, the first person to receive a coronavirus vaccine, is already dead or an actress",0
3064,CDC Recommends people shave their facial hair to prevent coronavirus.,0
3063,An image shared hundreds of times on social media since the end ......,0
3062,Narendra Modi visits Mukesh Ambanis newborn grandson at the hospital.,0
3061,Pfizerâ€™s first Covid-19 vaccination was staged. Ninety-year-old Margaret Keenan who was shown getting the first vaccine is actually crisis actor Liz Scott.,0
3070,"Margaret Keenan, the first recipient of the Pfizer/BioNTech COVID-19 vaccine in December 2020, was featured in a news report two months earlier, providing evidence of wrongdoing or deception.",0
3034,"Publications shared more than 3,000 times in France claim that US health authorities have admitted to having ""counted deaths from pneumonia and influenza like Covid-19"" to ""inflate"" the toll of the current epidemic. ",0
3143,"This video shows funeral procession of Congress politician Ahmed Patel, who died of COVOD-19.",0
3145,U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television.,0
3236,Milan Epidemic Center recommends remitting against covid-19,0
3235,Five states to reintroduce lockdown. Prime Minister Narendra Modi has announced fresh lockdown in these states in view of rising number of Covid-19 cases.,0
3233,"This is what is guaranteed in an article that is circulating on social networks, in Portuguese, with the following title: ""New Zealand announces 'quarantine camps', positive patients will be forcibly confined"".",0
3232,A Danish study shows face masks are ineffective at preventing COVID-19 infection.,0
3231,"The vice president of Venezuela, Delcy RodrÃ­guez, has said in a video that the COVID-19 will be ""paused"" in her country",0
3230,Donald Trump smashed the Oval Office after losing the 2020 US Election to Joe Biden.,0
3229,the video shows President-elect Joe Biden and others not wearing masks or practicing social distancing while celebrating his 78th birthday last week,0
3228,"10 hours jail for people without mask in Delhi and soon to be followed in Mumbai, Bangalore, Hyderabad",0
3237,the video shows President-elect Joe Biden and others not wearing masks or practicing social distancing while celebrating his 78th birthday last week,0
3227,"News graphic shows Home Ministry has decided to keep schools and colleges shut till December 31, 2020",0
3224,"The CDC is setting up COVID-19 containment camps called ""green zones.""",0
3220,The number of [Covid-19] cases in the city of SÃ£o Paulo remains the same,0
3217,[The number] of deaths [by Covid-19] remains the same,0
3216,A Danish study shows face masks are ineffective at preventing COVID-19 infection.,0
3215,PM Modi has announced countrywide lockdown,0
3213,Mayor of Votuporanga loses patience and curses population,0
3212,Ramaphosa says Covid-19 vaccine will be mandatory in South Africa,0
3210,"â€œJohns Hopkins study mysteriously disappears after it revealed, in spite of COVID, no more deaths in 2020 than in prior yearsâ€",0
3225,"Dr. Ezekiel Emanuel, tapped as Biden COVID-19 adviser, said those over 75 years old should receive the vaccine last",0
3209,Delhi Police is detaining people violating mask guidelines.,0
3238,Afghanistan announced $30 million Covid-19 aid package for Pakistan,0
3241,"Dr. Roger Hodkinson, the Chairman of the Royal College of Physicians and Surgeons of Canada, called COVID-19 a hoax.",0
3265,"Quotes Sen. David Perdue saying, ""the risk of this virus ... still remains low.""",0
3264,Trudeau is part of global 'Great Reset' conspiracy,0
3262,An image of two white children sitting between a black child inside a cage was taken during the French occupation of Congo in 1955.,0
3261,An apple juice or juice tests positive for covid-19 in Poland,0
3258,"Claim â€“ While Uttar Pradesh chief minister Yogi Adityanath was burning crackers on Diwali, poor traders were arrested for selling fireworks.",0
3257,The government of Saudi Arabia closed Umrah visas globally again because 13 pilgrims from West Java tested positive for Covid-19,0
3256,"Post claims that Mamata Banerjee, Naveen Patnaik, Amit Shah, Nitish Kumar and other ministers are discussing about Bengal elections over breakfast.",0
3255,"Several images circulate on Facebook that allegedly show Peruvian citizens being vaccinated against Covid-19, associated with messages underlining that those who refuse the vaccine will be detained by the authorities. ",0
3239,German doctors have discovered that the bacterium amplified by 5G radiation causes Covid-19 and can be treated with aspirin,0
3253,A Portuguese court lifts the confinement because PCR tests are not reliable,0
3251,"""Mexico is one of the countries in America with the fewest deaths in proportion to its population""",0
3250,The claim that Covid-19 is considered an occupational disease was accepted by the health commission,0
3249,"""Masks increase cases, nothing new. It happened in other countries before us, like France and Spain ... if you don""t breathe properly, you don""t breathe in enough oxygen for your body to work well. Besides germs and bacteria that stay in the masks and that you breathe """,0
3248,"Weekly death figures in late 2020 are barely higher than the maximum in the previous five years, once you adjust for population growth.",0
3246,Cremation chambers sent to several countries to cremate the dead from COVID19,0
3245,"A video of former Republican presidential candidate Ron Paul accurately claimed ""masks don't work"" to prevent the spread of COVID-19.",0
3244,"Discotheques are closed, parties are prohibited and gatherings are limited to just five people, so the solution is to create dance floors inside supermarkets, spaces that, despite the health emergency, continue to operate. The guarantee is left by a Facebook user who gives as an example for this theory a party, documented on video, that will have happened recently inside a Portuguese supermarket, without respect for any public health rules.",0
3242,"Sen. Ted Cruz said that if Joe Biden won the 2020 presidential election, Democrats would loosen COVID restrictions a week later.",0
3252,"In an interview with Rui Unas' podcast, on November 18, the president of the International Medical Assistance (AMI) stated that ""there are no asymptomatic infected people"" and that ""asymptomatic people do not transmit the virus"", referring to the pandemic in Covid-19 course.",0
3144,UK government braces for wave of COVID-19 vaccine deaths,0
3208,"COVID-19 deaths overblown, and story by Johns Hopkins student paper was censored for reporting that",0
3205,Quote from Jim Carrey about COVID-19,0
3171,"WHO and ICMR have issued a warning. It claims that WHO and ICMR warn that India is all set to enter the third stage transmission of the coronavirus and if left unchecked, the total death count by the coronavirus outbreak in India could reach the number of 50,000 by March.",0
3170,"In Tunisia, a deputy affirmed during a parliamentary session on November 28 that a drug against Covid-19 was invented by a Tunisian. He brandished the supposed remedy at the Assembly of People""s Representatives (ARP) claiming that it is â€œorganicâ€. But this is 0, no drug specific to the coronavirus has been invented in Tunisia. The information was denied by local health authorities.",0
3169,"The Italian doctor claims Covid-19 is the name of a plan to reduce the world""s population and the vaccine weakens a person""s immunity",0
3164,"The World Health Organization (WHO) and the Indian Institute of Medical Research (ICMR) have warned of the spread of the corona virus, according to a video that has gone viral on social media.",0
3163,AIIMS issued a statement on coronavirus symptoms,0
3161,The deserted Covid wing of a hospital in Ludwigsburg proves that the pandemic is a fraud.,0
3160,"Dr. Roger Hodkinson, the Chairman of the Royal College of Physicians and Surgeons of Canada, called COVID-19 a hoax.",0
3159,"The Chinese have not returned to ""their normal life"", there is still a pandemic",0
3174,The UK recorded just three deaths from respiratory conditions besides Covid-19 in October 2020.,0
3158,Photos show mandatory vaccination against Covid-19 in Peru.,0
3156,"Start of COVID-19 vaccination in the UK - ed. Demagog) This is the result of GB""s departure from the EU. All EU countries are waiting for vaccines to be approved by the European Medicines Agency (EMA). But how do I think the Minister is not persuading us to follow the path of GB?",0
3155,The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.,0
3154,"So what did Australia do? She recommended that the entire population take ivermectin. Everyone took it and what happens, we can see in the graph, the cases plummeted from Covid-19 and because of that ivermectin is already being considered by many in quotes vaccine against Covid-19",0
3153,"Boulos is admitted to Einstein, that model public hospital in SÃ£o Paulo",0
3151,The Centers for Disease Control and Prevention (CDC) alleges that anyone who walks into a hospital is counted as a COVID-19 case because the government pays hospitals extra money for every case.,0
3149,The pharmaceutical company GlaxoSmithKline owns the Wuhan Institute of Virology in China.,0
3148,"Mexico does not appear on the list, released by the World Bank, of the countries that pre-purchased the vaccine against COVID-19",0
3146,"Christiane Northrup, American gynecologist and obstetrician who participated as a specialist in women's health in Oprah Winfrey's programs, is the protagonist of a video propagated on social networks in which she ensures that the Bill & Melinda Gates Foundation has applied for a vaccine-related patent. against the coronavirus that will make people â€œliterally slaves to the systemâ€.",0
3157,"Marattin again brings out the story of deaths ""for"" and deaths ""with"" coronavirus",0
3207,"Mayor of Porto Feliz (SP) re-elected for alleged early treatment of 100% of the population with hydroxychloroquine, without registering deaths after adopting the protocol",0
3175,AIIMS has released a list of respiratory symptoms of Covid-19 and similar diseases.,0
3178,AIIMS has released a list of respiratory symptoms of Covid-19 and similar diseases.,0
3204,COVID-19 was developed as a bioweapon from a research facility in China.,0
3202,"In a discussion forum of a group of health professionals linked to negationist ideas, a recipe was circulated to â€œcorruptâ€ a Covid-19 detection test.",0
3201,Delcy RodrÃ­guez said that Venezuela made an agreement with the new coronavirus,0
3200,Gen. Perna wants to vaccinate all Americans and Poles 24 hours after the COVID-19 vaccine is announced,0
3199,"An Italian doctor named Roberto Petrella says ""Covid-19"" is the name of a plan to eradicate the world""s population",0
3198,Notes on COVID-19 from a Russian doctor who works in China,0
3196,"Bill Gates said that the COVID-19 vaccine would kill or disable 7,00,000 people.",0
3195,"Dr. Roger Hodkinson, the Chairman of the Royal College of Physicians and Surgeons of Canada, called COVID-19 a hoax.",0
3176,CDC study found that wearing face masks have no impact on preventing spread of COVID-19.,0
3193,â€œYour skin has darkened and blisters have burst through your body due to the destruction of your liver !! Chinese vaccine causes severe acute cirrhosis !! â€,0
3190,"â€œ(...) What do we have to do now? End viral circulation. How do I do that, doctor? I take medications to prevent the disease. So you who did not have Covid and you who already did (...) start using medications that are preventive. â€",0
3189,"â€œMANDATORY MEASURES TO COMBAT CORONAVIRUS PROPAGATION. In a meeting just now, all the mayors decided by decree, the following orders for the Baixada Santista:",0
3188,"â€œYELLOW PHASE PLANO SP Office Monday to Friday, from 8 am to 2 pm Street trade - Monday to Friday, from 12 pm to 6 pm, Saturday from 8 am to 2 pm Shopping Center - Monday to Friday, from 1 pm to 7 pm CamelÃ³dromo / Popular shopping mall - Monday to Friday, from 12pm to 6pm Real estate - Monday to Friday, from 8am to 2pm Car and motorcycle dealership - Monday to Friday, from 12pm to 6pm Gym - Monday to Saturday with two options : 6 running hours or two 3-hour shifts (6 am to 9 am and 6 pm to 9 pm). This information must be posted at the entrance of the establishment. It will not be able to operate after 9 pm. Restaurant, bakery, cafeteria, snack bar, bar, beer garden and the like - From Monday to Saturday with two options: 6 hours running or two shifts of 3 hours. This information must be posted at the entrance of the establishment. It will not be able to operate after 9 pm. Note: these times are for local consumption, respecting the protocol. Ordinance and delivery follow the current rules. Beauty salon and barber shop - Monday to Saturday with two options: 6 hours running or two shifts of 3 hours. This information must be posted at the entrance of the establishment. Sundays and holidays: activities suspended.",0
3186,"The video that is claimed to be the video of the last message of the Regent of Situbondo, Dadang Wigiarto, before dying of Covid-19 on November 26, 2020",0
3185,AIIMS has released a list of respiratory symptoms of Covid-19 and similar diseases.,0
3183,The allegation that a Covid-19 vaccine was sold for $ 45 in a mosque in BahÃ§elievler,0
3182,A Danish study shows face masks are ineffective at preventing COVID-19 infection.,0
3180,"On December 8, FDA will approve the two COVID-19 vaccines.",0
6382,Bolsonaro says coronavirus is hysteria and benefits China,0
3033,"In December 2020, Fox News contributor Trey Gowdy said he was ""madder than hell"" at remarks made by Nancy Pelosi about COVID-19 relief funding.",0
3032,Japanese media published news that said the Covid-19 social assistance that was corrupted was a loan from the Japanese Prime Minister,0
3031,"we had a level of almost 25,000 cases (on COVID-19 - note by Demagog), because it was the maximum.",0
2897,the Minister of Social Affairs Tri Rismaharini would remove all Direct Cash Assistance (BLT),0
2896,an alleged visit by Swiss Health Minister Alain Berset to an infected wing with Covid-19 at NeuchÃ¢tel Hospital,0
2895,Donald Trump Cost You a Week of Unemployment Pay by Signing Bill Sunday Instead of Saturday,0
2894,"The man responsible for the bombing in Nashville, Tennessee, died from COVID-19.",0
2893,"Italian scientists did the Covid test on a kiwi, and the result was positive.",0
2892,The Covid relied and government spending package include raises for members of congress.,0
2891,â€œNashville bomber died from COVID-19â€,0
2890,"Araceli dies, the first woman vaccinated in Spain against covid-19",0
2898,Barack Obama advises Africans not to get vaccinated against Covid-19.,0
2889,Switzerland has banned COVID-19 vaccines.,0
2886,"Covid-19: Calenda makes it too simple on Italy""s negative records",0
2884,Video shows a glass of Coca-Cola tested positive for COVID-19.,0
2883,Switzerland has not approved any vaccine against Covid-19,0
2882,Covid Hospital Condition of Wisma Atlet Hospital,0
2881,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2880,"An image of an alleged ""term ......"" is being disseminated on social networks",0
2879,"â€œIn the past - 2009, 2010 - we had a similar crisis, another problem [of health] here in the world. (â€¦) And the reaction was not even close to the one that is happening today around the world â€",0
2878,"â€œThe media people, the mainstream media, saying that I called the Covid issue a ""little grip"". There is no video or audio of me talking like that â€",0
2888,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2877,"â€œBy judicial decision, all isolation measures and freedom restrictions were delegated to each of the 27 governors of the Federation unitsâ€",0
2899,The CEO of Pfizer has not taken his own COVID-19 vaccine.,0
2901,"The video claimed to be a video of hundreds of Covid-19 patients being treated at Istora Senayan, Jakarta",0
2920,The Spending Bill Provides More Funds to Foreigners Than Americans,0
2919,Senate Minority Leader Franklin Drilon laughed at Senator Francis Pangilinan's 2022 aspirations for the Liberal Party.,0
2918,Image shows made in China Pfizer COVID-19 vaccine in vaporizers cartridge form,0
2917,"Pfizer's coronavirus vaccine ""vaporizer cartridge"" was made in China.",0
2916,Department of Health (DOH) said that children canâ€™t visit their godparents houses during Christmas because of COVID-19.,0
2915,Pfizer COVID19 vaccine made in China,0
2914,"1,000 deaths have been discovered after being vaccinated against COVID-19 in England.",0
2913,Photo of bloody hospital ward after US coronavirus vaccination,0
2900,Der Spiegel revealed that Germany has fewer Covid-19 deaths than France thanks to hydroxychloroquine,0
2912,"1,000 deaths have been discovered after being vaccinated against COVID-19 in England.",0
2910,US hospitals are being locked down as some Covid patients have begun eating other patients after receiving the vaccine shot.,0
2909,"The UKâ€™s second, more infectious, COVID-19 strain was transmitted by South African travellers arriving in the country.",0
2908,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2907,French People Protesting Against Covid-19 Restrictions,0
2906,Beijing does not have a vaccination plan against SARS-CoV-2 in place and that there was no second wave of the pandemic in China,0
2904,Congress hid language that nullifies the Insurrection Act in the $2.3 trillion pandemic aid and government spending package,0
2903,A negative COVID-19 test will â€œclearâ€ people to go to holiday gatherings with their family and friends across the United States.,0
2902,Regent of Bojonegoro Dr. Hj. Anna Muawanah is exposed to Covid-19,0
2911,"Michael Yeadon, who wrote that ""there is absolutely no need for vaccines to extinguish the pandemic,"" was once Pfizer's chief scientific officer.",0
2921,Photo shows massive protest in Paris against COVID-19.,0
2876,"""40 days later, it looks like the [Covid-19] virus issue is starting to go away""",0
2873,"""After apologizing for Hydroxychloroquine, the WHO now concludes that asymptomatic patients (the vast majority) have no potential to infect other people""",0
2844,Maju Coutinho walks on the shore without a mask amid the pandemic of covid-19,0
2843,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2842,Argentina vaccinates the same guy twice.,0
2841,"The Pandemic, from the perspective of Manuel Elkin Patarroyo, the highest scientific authority in Colombia and Latin America",0
2840,"BÄ°M, a Turkish store will start selling the COVID-19 vaccine.",0
2839,"Instituto Vital Brasil found Covid's cure, in its initial stage, with treatment based on equine plasma, which produces antibodies 100 times more potent than the human, 100% efficacy in the cure",0
2838,"Presenter Fausto Silva (FaustÃ£o) was admitted to the ICU of Hospital Albert Einstein, in SÃ£o Paulo, because of complications from Covid-19.",0
2836,US and UK are charging Rs 3000 and Rs 5000 respectively for COVID-19 vaccine.,0
2845,"The Argentine vice president is the first woman to be vaccinated without a needle, gloves and syringe, and also without a mask. Neither the competent nurse nor she.",0
2834,If they pretend to take [Covid-19 vaccine] Iâ€™m not going to,0
2831,Covid Vaccine May Affect Male Fertility According to University of Miami Study,0
2830,Video shows Filipino village official beating a man for violating coronavirus restrictions by not wearing a face shield,0
2829,The video shows Kamala Harris actually wasn't vaccinated,0
2828,"According to a ""National Mask Code,"" unvaccinated people will have to wear red masks, be restricted from travel, voting, and commerce, and undergo a three-month lockdown. Vaccinated people will wear blue masks and be allowed some travel, regulated commerce, automated voting, and required social distancing.",0
2827,Italy is not the least vaccinated country in Europe,0
2826,An image shows a CNN report on an outbreak of cannibalism among COVID-19 vaccine recipients.,0
2825,The Argentine Army Corporal Dominguez Victoria passed away after receiving the Russian vaccine against the covid-19 Sputnik V,0
2824,"The ""virologist and immunologist"" Robert Oswald examined 1,500 ""allegedly positive"" corona samples under a scanning electron microscope and only found influenza viruses. He wrote that Covid-19 did not exist and was fictional.",0
2833,Mannequins as 0 covid-19 patients during a visit by the Minister of Health in a Swiss hospital,0
2874,â€œWe are living through a pandemic endâ€,0
2846,Nurse Khalilah Mitchell suffered facial paralysis after being vaccinated for COVID-19.,0
2848,"Nurse Corporal DomÃ­nguez Victoria passed away in Zapala, NeuquÃ©n, Argentina, after the Russian Sputnik V vaccine was applied",0
2872, Cornell University professor Rob Oswald said that Covid-19 is a scam.,0
2870,â€œAnd this mask is not very effective [in combating Covid-19]â€,0
2868,"""In fact, during Wuhan's lockdown, many journalists were there reporting the real situation ... some of the articles and photos got the situation wrong, sparking fierce controversy. But apart from the online squabble, none led to serious consequences.""",0
2867,Nurse Khalilah Mitchell suffered facial paralysis after being vaccinated for COVID-19.,0
2866,"In a publication on Facebook, it is reported that TAP Air Portugal has prohibited its pilots from receiving the vaccine against the new coronavirus SARS-CoV-2.",0
2865,Alleged death of a person in Israel due to Covid-19 vaccine,0
2863,It alleged illegal in China of reaching the Sinovac vaccine Turkey,0
2862,WHO admits that covid-19 PCR tests are unreliable,0
2847,Israeli politician pretends to be vaccinated against Covid-19.,0
2861,the number of deaths in America in 2020 was not greater than that in 2019,0
2857,"55,265 Russians have died from COVID-19.",0
2856,"The video shows Bollywood stars without masks at Mukesh Ambani""s party",0
2855,"BÄ°M, a Turkish store will start selling the COVID-19 vaccine.",0
2854,The video shows Kamala Harris actually wasn't vaccinated,0
2853,Argentina vaccinates the same guy twice.,0
2852,"Instituto Vital Brazil found the cure for Covid, in its initial stage, which produces antibodies 100 times more potent than the human, 100% efficacy in the cure, congratulations, Brazil.",0
2851,A U.S. law allows children as young as 11 to get vaccinated without their parents' consent.,0
2849,Claim that a nurse who was vaccinated with Covid-19 died,0
2858,"The man responsible for the bombing in Nashville, Tennessee, died from COVID-19.",0
2922,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2923,In Spain there is more probability of falling ill from the vaccine than from COVID-19,0
2925,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
3002,This photo shows London's making pretending to get a vaccination with the cap still on the needle.,0
3001,Nancy Pelosi breaking coronavirus restrictions.,0
3000,the image shows a â€œCOVID-19 Winter Activity Restrictionsâ€ infographic from the Pennsylvania Department of Health,0
2999,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2998,China buys a billion vaccines from Australia nor will they take their own vaccine kkk but you who are reading will,0
2996,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2995,The Covid-19 test shows that marmalade and Coca-Cola are positive for Covid-19,0
2994,"Masks are ineffective and dangerous, and Spain is the only European country that forces them to be worn on the street",0
3003,"This is the Mayor of London, underestimating the world population, taking the vaccine, without removing the needle protection, and without lifting his shirt.",0
2993,the image shows Acting Secretary of Defense Chris Miller receiving a COVID-19 vaccine with a needle-less oral syringe,0
2990,The Philippine government has passed a motion to put Metro Manila back on strict lockdown restrictions,0
2989,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2988,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2987,The 'Thanksgiving Surge' predicted by health experts who warned against traveling for the holiday is a no show.,0
2986,U.S. President-Elect Joe Biden has COVID-19 and has been hiding his results from the public.,0
2985,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2984,The AMA admitted it lied about HCQ and rescinded a recommendation against using it to treat COVID-19,0
2982,The nurse who fainted after receiving the vaccine has died,0
2992,This photo shows London's making pretending to get a vaccination with the cap still on the needle.,0
2981,Canada has bought hydraulic guillotines in support of its response to COVID-19.,0
3004,The nurse who fainted after receiving the vaccine has died,0
3007,Luigi Di Mario: Â«It must be clear that we are only willing to leave the shops open if people stay at home. Otherwise we close them Â».,0
3030,"Meanwhile in China, everything is returning to normal, even the frog""s car is already passing on all streets",0
3029,the image shows the same nurse administering COVID-19 vaccines to the first patients in the U.K. at hospitals 200 miles apart on the same day,0
3026,CDC Recommends people shave their facial hair to prevent coronavirus.,0
3025,"Picture of Turkish immigrant family when they newly arrived in Germany. The boy in yellow is Dr Ugur Sahin, CEO of German firm BioNTech SE, which developed the Covid-19 vaccine along with Pfizer Inc.",0
3024,An Instagram upload containing a picture of FPI leader Rizieq Shihab who is claimed to be from the JNE boss,0
3023,Manado City Black Zone Covid-19,0
3022,China is collecting global DNA to produce biological weapon,0
3020,American Medical Association admitted it â€œliedâ€ about hydroxychloroquine and rescinded a recommendation against using it to treat Covid-19,0
3005,"This is the Mayor of London, underestimating the world population, taking the vaccine, without removing the needle protection, and without lifting his shirt.",0
3019,"â€œIn SÃ£o Paulo, if you are going to celebrate Christmas with your family, you will be arrestedâ€",0
3017,"Different media reports by CNN and Fox give different names and ages to the same woman, Margaret Keenan",0
3016,COVID19 vaccines are causing injuries in the US,0
3015,"the Wuhan Chinese Biological Laboratory is actually owned by Glaxo, who happens to be the majority owner / partner of Pfizer",0
3013,Austrian MP Michael Schnedlitz tested Coca-Cola for the coronavirus antigen test at the session and got a positive result.,0
3012,The footballers of the Brazilian club Sao Paulo illegally injected themselves with a Chinese vaccine rejected by Bolsonaro,0
3011,Photo shows US House Speaker Pelosi unmasked at a social gathering during the pandemic.,0
3010,"2 years ago when the Ministry of Health tried to force Venezuelan immigrants to be vaccinated against measles, to enter Brazil through the border in Roraima, there was that shouting of Psol and company, and the Stf prevented it, alleging that it is unconstitutional to force someone to get a vaccine. """,0
3008,Austrian MP Michael Schnedlitz tested Coca-Cola for the coronavirus antigen test at the session and got a positive result.,0
3018,Those administering the Covid vaccines will get Â£12.58.,0
2980,"Donald Trump owns stock in the vaccine developer Moderna, Inc.",0
2978,"In the US, a nurse died after being vaccinated against COVID-19",0
2977,Pope Francis said that to enter heaven you have to be vaccinated against covid-20,0
2949,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2948,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2947,"Brazilian President Jair Bolsonaro said, â€œIn the Pfizer contract it's very clear: 'we're not responsible for any side effects.' If you turn into a crocodile, it's your problem.â€",0
2946,Photo shows massive protest in Paris against COVID-19,0
2945,Video shows celebrities without masks at Mukesh Ambanis party,0
2944,Loiola and businessmen talking about covid,0
2943,nurse who fell ill while taking the live vaccine in the USA may have died,0
2942,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2950,"If Pakistan develops a corona vaccine, it will never give it to Israel or India - Pak PM Imran Khan",0
2941,The allegation that the nurse with the Covid-19 vaccine passed out and died,0
2938,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2936,Photo shows massive protest in Paris against COVID-19,0
2935,Nancy Pelosi faked taking a COVID-19 vaccine.,0
2934,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2933,The Stimulus Bill Nullifies the Insurrection Act,0
2932,Picture captures a major protest held in Paris recently against coronavirus restrictions.,0
2929,Photo shows massive protest in Paris against COVID-19.,0
2928,"Pakistan Prime Minister Imran Khan has said, If Pakistan develops coronavirus vaccine then they will not give it to India or Israel.",0
2939,Doctor Dennis L Modry says Alberta's Covid measures ineffective,0
2952,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2953,Ambanis celebrating grandson's birth amid COVID restrictions,0
2955,American nurse dies after injection of Covid vaccine,0
2976,COVID-19 vaccine caused the new variant of coronavirus in UK,0
2975,American Medical Association removes restrictions against Hydroxychloroquine,0
2974,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
2973,China has not vaccinated its population against Covid-19.,0
2972,"Tiffany Dover, a nurse vaccinated against COVID-19, has died.",0
